date,Room Number,T_Occupancy,T_time,Camera1,Camera2,Camera3
09-04-2022,M1 Room,2,8:35:26,1,1,0
09-04-2022,M1 Room,1,8:35:51,1,0,0
09-04-2022,M1 Room,1,9:00:39,0,1,0
09-04-2022,M1 Room,2,9:00:58,1,1,0
09-04-2022,M1 Room,1,9:10:27,0,1,0
09-04-2022,M1 Room,1,9:10:33,0,1,0
09-04-2022,M1 Room,1,9:11:52,0,1,0
09-04-2022,M1 Room,0,9:11:54,0,0,0
09-04-2022,M1 Room,1,9:14:43,0,1,0
09-04-2022,M1 Room,0,9:14:46,0,0,0
09-04-2022,M1 Room,1,9:15:00,0,1,0
09-04-2022,M1 Room,0,9:15:06,0,0,0
09-04-2022,M1 Room,1,9:21:04,0,1,0
09-04-2022,M1 Room,1,9:21:28,0,1,0
09-04-2022,M1 Room,0,9:21:42,0,0,0
09-04-2022,M1 Room,1,9:24:27,0,1,0
09-04-2022,M1 Room,0,9:24:38,0,0,0
09-04-2022,M1 Room,2,2:06:47,0,2,0
09-04-2022,M1 Room,2,2:07:02,0,2,0
09-04-2022,M1 Room,2,2:07:20,0,2,0
09-04-2022,M1 Room,3,2:11:46,1,2,0
09-04-2022,M1 Room,3,2:12:17,0,3,0
09-04-2022,M1 Room,2,2:12:35,0,2,0
09-04-2022,M1 Room,3,2:12:39,0,3,0
09-04-2022,M1 Room,1,2:15:26,0,1,0
09-04-2022,M1 Room,3,2:15:36,0,3,0
09-04-2022,M1 Room,2,2:17:19,0,2,0
09-04-2022,M1 Room,3,2:17:23,0,3,0
09-04-2022,M1 Room,1,2:20:44,0,1,0
09-04-2022,M1 Room,2,2:21:06,1,1,0
09-04-2022,M1 Room,3,2:22:16,1,2,0
09-04-2022,M1 Room,2,2:31:03,0,2,0
09-04-2022,M1 Room,3,2:31:16,0,3,0
09-04-2022,M1 Room,2,2:31:24,0,2,0
09-04-2022,M1 Room,2,2:31:44,0,2,0
09-04-2022,M1 Room,3,2:32:19,0,3,0
09-04-2022,M1 Room,1,2:33:58,0,1,0
09-04-2022,M1 Room,2,2:34:15,0,2,0
09-04-2022,M1 Room,1,2:34:34,0,1,0
09-04-2022,M1 Room,1,2:34:38,0,1,0
09-04-2022,M1 Room,2,2:35:23,0,2,0
09-04-2022,M1 Room,2,2:35:38,0,2,0
09-04-2022,M1 Room,2,2:35:42,0,2,0
09-04-2022,M1 Room,2,2:35:45,0,2,0
09-04-2022,M1 Room,2,2:35:46,0,2,0
09-04-2022,M1 Room,1,2:35:52,0,1,0
09-04-2022,M1 Room,2,2:35:54,0,2,0
09-04-2022,M1 Room,3,2:36:29,1,2,0
09-04-2022,M1 Room,2,2:36:37,0,2,0
09-04-2022,M1 Room,2,2:36:41,0,2,0
09-04-2022,M1 Room,2,2:48:27,0,2,0
09-04-2022,M1 Room,2,2:49:00,0,2,0
09-04-2022,M1 Room,0,2:49:04,0,0,0
09-04-2022,M1 Room,2,2:49:33,0,2,0
09-04-2022,M1 Room,2,2:49:58,1,1,0
09-04-2022,M1 Room,2,2:50:01,0,2,0
09-04-2022,M1 Room,3,2:50:15,1,2,0
09-04-2022,M1 Room,2,2:50:29,0,2,0
09-04-2022,M1 Room,2,2:50:30,0,2,0
09-04-2022,M1 Room,2,2:50:55,0,2,0
09-04-2022,M1 Room,2,2:50:58,0,2,0
09-04-2022,M1 Room,2,2:51:07,0,2,0
09-04-2022,M1 Room,2,2:51:20,0,2,0
09-04-2022,M1 Room,1,2:51:27,0,1,0
09-04-2022,M1 Room,1,2:52:52,0,1,0
09-04-2022,M1 Room,3,2:53:06,0,3,0
09-04-2022,M1 Room,1,2:53:09,0,1,0
09-04-2022,M1 Room,2,2:53:26,0,2,0
09-04-2022,M1 Room,2,2:53:28,1,1,0
09-04-2022,M1 Room,1,2:53:37,0,1,0
09-04-2022,M1 Room,3,2:53:45,0,3,0
09-04-2022,M1 Room,1,2:55:43,0,1,0
09-04-2022,M1 Room,1,2:55:55,0,1,0
09-04-2022,M1 Room,1,2:56:01,0,1,0
09-04-2022,M1 Room,2,2:56:02,0,2,0
09-04-2022,M1 Room,1,2:56:16,0,1,0
09-04-2022,M1 Room,3,2:56:26,1,2,0
09-04-2022,M1 Room,1,2:57:13,0,1,0
09-04-2022,M1 Room,1,2:57:52,0,1,0
09-04-2022,M1 Room,1,2:57:58,0,1,0
09-04-2022,M1 Room,2,2:58:23,1,1,0
09-04-2022,M1 Room,2,2:58:25,0,2,0
09-04-2022,M1 Room,3,2:58:33,1,2,0
09-04-2022,M1 Room,1,2:58:57,0,1,0
09-04-2022,M1 Room,2,2:59:03,0,2,0
09-04-2022,M1 Room,1,2:59:40,0,1,0
09-04-2022,M1 Room,1,3:00:01,0,1,0
09-04-2022,M1 Room,1,3:00:14,0,1,0
09-04-2022,M1 Room,1,3:00:14,0,1,0
09-04-2022,M1 Room,1,3:00:30,0,1,0
09-04-2022,M1 Room,1,3:00:45,0,1,0
09-04-2022,M1 Room,1,3:00:50,0,1,0
09-04-2022,M1 Room,1,3:01:00,0,1,0
09-04-2022,M1 Room,1,3:01:14,0,1,0
09-04-2022,M1 Room,1,3:01:16,0,1,0
09-04-2022,M1 Room,1,3:01:45,0,1,0
09-04-2022,M1 Room,1,3:02:05,0,1,0
09-04-2022,M1 Room,1,3:02:12,0,1,0
09-04-2022,M1 Room,1,3:02:12,0,1,0
09-04-2022,M1 Room,3,3:02:22,0,3,0
09-04-2022,M1 Room,1,3:02:33,0,1,0
09-04-2022,M1 Room,4,3:03:01,0,4,0
09-04-2022,M1 Room,2,3:03:02,0,2,0
09-04-2022,M1 Room,2,3:03:11,0,2,0
09-04-2022,M1 Room,2,3:03:14,0,2,0
09-04-2022,M1 Room,3,3:04:21,0,3,0
09-04-2022,M1 Room,3,3:05:04,0,3,0
09-04-2022,M1 Room,1,3:05:27,0,1,0
09-04-2022,M1 Room,1,3:05:39,0,1,0
09-04-2022,M1 Room,1,3:05:54,0,1,0
09-04-2022,M1 Room,3,3:06:03,0,3,0
09-04-2022,M1 Room,3,3:06:20,0,3,0
09-04-2022,M1 Room,2,3:06:33,0,2,0
09-04-2022,M1 Room,4,3:06:55,0,4,0
09-04-2022,M1 Room,2,3:07:06,0,2,0
09-04-2022,M1 Room,2,3:07:38,0,2,0
09-04-2022,M1 Room,2,3:07:47,0,2,0
09-04-2022,M1 Room,2,3:08:03,0,2,0
09-04-2022,M1 Room,3,3:11:57,1,2,0
09-04-2022,M1 Room,2,3:12:07,1,1,0
09-04-2022,M1 Room,2,3:13:41,0,2,0
09-04-2022,M1 Room,2,3:13:57,0,2,0
09-04-2022,M1 Room,2,3:14:00,0,2,0
09-04-2022,M1 Room,1,3:14:16,0,1,0
09-04-2022,M1 Room,3,3:14:37,0,3,0
09-04-2022,M1 Room,3,3:14:49,0,3,0
09-04-2022,M1 Room,1,3:14:59,0,1,0
09-04-2022,M1 Room,1,3:15:48,0,1,0
09-04-2022,M1 Room,2,3:15:53,0,2,0
09-04-2022,M1 Room,2,3:16:03,0,2,0
09-04-2022,M1 Room,3,3:17:09,0,3,0
09-04-2022,M1 Room,3,3:17:35,0,3,0
09-04-2022,M1 Room,3,3:17:48,0,3,0
09-04-2022,M1 Room,1,3:18:23,0,1,0
09-04-2022,M1 Room,1,3:18:37,0,1,0
09-04-2022,M1 Room,1,3:18:53,0,1,0
09-04-2022,M1 Room,1,3:19:01,0,1,0
09-04-2022,M1 Room,3,3:19:28,0,3,0
09-04-2022,M1 Room,2,3:19:51,0,2,0
09-04-2022,M1 Room,2,3:20:10,0,2,0
09-04-2022,M1 Room,3,3:20:31,1,2,0
09-04-2022,M1 Room,1,3:20:43,0,1,0
09-04-2022,M1 Room,2,3:21:06,0,2,0
09-04-2022,M1 Room,2,3:21:07,0,2,0
09-04-2022,M1 Room,3,3:21:39,0,3,0
09-04-2022,M1 Room,3,3:21:59,0,3,0
09-04-2022,M1 Room,1,3:22:02,0,1,0
09-04-2022,M1 Room,3,3:22:53,0,3,0
09-04-2022,M1 Room,2,3:23:00,0,2,0
09-04-2022,M1 Room,2,3:23:17,0,2,0
09-04-2022,M1 Room,2,3:23:20,0,2,0
09-04-2022,M1 Room,2,3:23:26,0,2,0
09-04-2022,M1 Room,1,3:23:35,0,1,0
09-04-2022,M1 Room,3,3:23:40,0,3,0
09-04-2022,M1 Room,0,3:23:44,0,0,0
09-04-2022,M1 Room,3,3:23:50,0,3,0
09-04-2022,M1 Room,1,3:23:56,0,1,0
09-04-2022,M1 Room,3,3:24:06,0,3,0
09-04-2022,M1 Room,1,3:24:28,0,1,0
09-04-2022,M1 Room,1,3:24:29,0,1,0
09-04-2022,M1 Room,1,3:24:38,0,1,0
09-04-2022,M1 Room,1,3:24:55,0,1,0
09-04-2022,M1 Room,1,3:25:37,0,1,0
09-04-2022,M1 Room,2,3:26:36,1,1,0
09-04-2022,M1 Room,2,3:26:46,1,1,0
09-04-2022,M1 Room,2,3:26:51,1,1,0
09-04-2022,M1 Room,1,3:27:08,0,1,0
09-04-2022,M1 Room,2,3:27:11,1,1,0
09-04-2022,M1 Room,1,3:27:30,0,1,0
09-04-2022,M1 Room,1,3:28:25,0,1,0
09-04-2022,M1 Room,1,3:29:14,0,1,0
09-04-2022,M1 Room,1,3:29:33,1,0,0
09-04-2022,M1 Room,1,3:29:33,0,1,0
09-04-2022,M1 Room,1,3:29:55,0,1,0
09-04-2022,M1 Room,2,3:32:39,0,2,0
09-04-2022,M1 Room,1,3:32:46,0,1,0
09-04-2022,M1 Room,1,3:33:24,0,1,0
09-04-2022,M1 Room,1,3:33:29,0,1,0
09-04-2022,M1 Room,3,3:37:05,1,2,0
09-04-2022,M1 Room,1,3:37:15,0,1,0
09-04-2022,M1 Room,3,3:38:00,0,3,0
09-04-2022,M1 Room,2,3:38:02,0,2,0
09-04-2022,M1 Room,3,3:38:10,0,3,0
09-04-2022,M1 Room,2,3:38:13,0,2,0
09-04-2022,M1 Room,1,3:42:10,0,1,0
09-04-2022,M1 Room,1,3:42:14,0,1,0
09-04-2022,M1 Room,1,3:42:18,0,1,0
09-04-2022,M1 Room,1,3:42:36,0,1,0
09-04-2022,M1 Room,1,3:42:38,0,1,0
09-04-2022,M1 Room,2,3:43:00,0,2,0
09-04-2022,M1 Room,1,3:58:31,0,1,0
09-04-2022,M1 Room,1,3:59:00,1,0,0
09-04-2022,M1 Room,1,4:00:09,0,1,0
09-04-2022,M1 Room,2,4:00:35,1,1,0
09-04-2022,M1 Room,1,4:06:49,0,1,0
09-04-2022,M1 Room,0,4:07:09,0,0,0
09-04-2022,M1 Room,3,4:30:02,0,3,0
09-04-2022,M1 Room,1,4:30:12,0,1,0
09-04-2022,M1 Room,0,4:30:42,0,0,0
09-04-2022,M1 Room,1,4:30:53,0,1,0
09-04-2022,M1 Room,1,4:31:04,0,1,0
09-04-2022,M1 Room,0,4:31:10,0,0,0
09-04-2022,M1 Room,1,4:31:15,0,1,0
09-04-2022,M1 Room,1,4:31:27,0,1,0
09-04-2022,M1 Room,0,4:31:59,0,0,0
09-04-2022,M1 Room,4,4:39:13,0,4,0
09-04-2022,M1 Room,4,4:39:27,0,4,0
09-04-2022,M1 Room,4,4:39:32,0,4,0
09-04-2022,M1 Room,2,4:39:57,0,2,0
09-04-2022,M1 Room,3,4:41:00,0,3,0
09-04-2022,M1 Room,2,4:41:45,0,2,0
09-04-2022,M1 Room,0,4:42:11,0,0,0
09-04-2022,M1 Room,2,4:43:10,0,2,0
09-04-2022,M1 Room,2,4:43:19,0,2,0
09-04-2022,M1 Room,2,4:43:36,0,2,0
09-04-2022,M1 Room,2,4:43:46,0,2,0
09-04-2022,M1 Room,2,4:44:10,0,2,0
09-04-2022,M1 Room,2,4:44:28,0,2,0
09-04-2022,M1 Room,2,4:44:38,0,2,0
09-04-2022,M1 Room,2,4:45:31,0,2,0
09-04-2022,M1 Room,2,4:46:04,0,2,0
09-04-2022,M1 Room,3,4:46:31,0,3,0
09-04-2022,M1 Room,0,4:46:38,0,0,0
09-04-2022,M1 Room,2,4:47:07,0,2,0
09-04-2022,M1 Room,3,4:47:32,0,3,0
09-04-2022,M1 Room,0,4:47:32,0,0,0
09-04-2022,M1 Room,2,4:47:52,0,2,0
09-04-2022,M1 Room,2,4:48:46,0,2,0
09-04-2022,M1 Room,2,4:49:11,0,2,0
09-04-2022,M1 Room,4,4:49:37,0,4,0
09-04-2022,M1 Room,1,4:50:17,0,1,0
09-04-2022,M1 Room,0,4:50:48,0,0,0
09-04-2022,M1 Room,2,4:50:49,0,2,0
09-04-2022,M1 Room,2,4:51:02,0,2,0
09-04-2022,M1 Room,1,4:52:07,0,1,0
09-04-2022,M1 Room,2,4:52:50,0,2,0
09-04-2022,M1 Room,2,4:52:58,0,2,0
09-04-2022,M1 Room,2,4:53:26,0,2,0
09-04-2022,M1 Room,3,4:53:34,0,3,0
09-04-2022,M1 Room,3,4:53:44,0,3,0
09-04-2022,M1 Room,1,4:54:03,0,1,0
09-04-2022,M1 Room,1,4:54:10,0,1,0
09-04-2022,M1 Room,2,4:54:39,0,2,0
09-04-2022,M1 Room,0,4:54:42,0,0,0
09-04-2022,M1 Room,1,4:54:50,0,1,0
09-04-2022,M1 Room,1,4:55:00,0,1,0
09-04-2022,M1 Room,0,4:55:03,0,0,0
09-04-2022,M1 Room,3,4:55:42,0,3,0
09-04-2022,M1 Room,3,4:55:53,0,3,0
09-04-2022,M1 Room,3,4:56:42,0,3,0
09-04-2022,M1 Room,2,4:57:01,1,1,0
09-04-2022,M1 Room,3,4:57:10,0,3,0
09-04-2022,M1 Room,3,4:57:20,0,3,0
09-04-2022,M1 Room,3,4:57:31,0,3,0
09-04-2022,M1 Room,3,4:58:22,0,3,0
09-04-2022,M1 Room,4,4:59:49,0,4,0
09-04-2022,M1 Room,1,5:00:22,0,1,0
09-04-2022,M1 Room,1,5:00:44,0,1,0
09-04-2022,M1 Room,1,5:00:53,0,1,0
09-04-2022,M1 Room,1,5:02:15,0,1,0
09-04-2022,M1 Room,2,5:02:42,1,1,0
09-04-2022,M1 Room,2,5:02:51,1,1,0
09-04-2022,M1 Room,2,5:03:23,1,1,0
09-04-2022,M1 Room,1,5:03:32,1,0,0
09-04-2022,M1 Room,3,5:03:42,2,1,0
09-04-2022,M1 Room,2,5:05:03,1,1,0
09-04-2022,M1 Room,3,5:16:19,1,2,0
09-04-2022,M1 Room,3,5:16:49,1,2,0
09-04-2022,M1 Room,2,5:19:16,1,1,0
09-04-2022,M1 Room,1,5:20:40,0,1,0
09-04-2022,M1 Room,1,5:21:58,0,1,0
09-04-2022,M1 Room,1,5:22:17,0,1,0
09-04-2022,M1 Room,3,5:22:56,2,1,0
09-04-2022,M1 Room,4,5:26:49,1,3,0
09-04-2022,M1 Room,3,5:28:55,2,1,0
09-04-2022,M1 Room,1,5:48:15,0,1,0
09-04-2022,M1 Room,2,5:49:56,1,1,0
09-04-2022,M1 Room,1,5:57:39,0,1,0
09-04-2022,M1 Room,1,5:58:11,0,1,0
09-04-2022,M1 Room,2,5:58:42,1,1,0
09-04-2022,M1 Room,3,6:01:49,0,3,0
09-04-2022,M1 Room,2,6:01:57,0,2,0
09-04-2022,M1 Room,2,6:02:12,0,2,0
09-04-2022,M1 Room,1,6:03:03,0,1,0
09-04-2022,M1 Room,1,6:03:25,0,1,0
09-04-2022,M1 Room,1,6:04:45,0,1,0
09-04-2022,M1 Room,2,6:06:17,0,2,0
09-04-2022,M1 Room,1,6:07:04,0,1,0
09-04-2022,M1 Room,2,6:07:33,0,2,0
09-04-2022,M1 Room,2,6:07:46,0,2,0
09-04-2022,M1 Room,2,6:08:01,0,2,0
09-04-2022,M1 Room,2,6:08:12,0,2,0
09-04-2022,M1 Room,2,6:08:51,0,2,0
09-04-2022,M1 Room,1,6:09:05,0,1,0
09-04-2022,M1 Room,2,6:09:10,0,2,0
09-04-2022,M1 Room,1,6:09:24,0,1,0
09-04-2022,M1 Room,2,6:09:32,0,2,0
09-04-2022,M1 Room,2,6:09:38,0,2,0
09-04-2022,M1 Room,2,6:10:38,0,2,0
09-04-2022,M1 Room,2,6:10:49,0,2,0
09-04-2022,M1 Room,2,6:10:56,0,2,0
09-04-2022,M1 Room,2,6:13:47,0,2,0
09-04-2022,M1 Room,2,6:14:10,0,2,0
09-04-2022,M1 Room,2,6:14:17,0,2,0
09-04-2022,M1 Room,2,6:14:30,0,2,0
09-04-2022,M1 Room,2,6:15:10,0,2,0
09-04-2022,M1 Room,2,6:15:16,0,2,0
09-04-2022,M1 Room,2,6:15:24,0,2,0
09-04-2022,M1 Room,2,6:16:12,0,2,0
09-04-2022,M1 Room,2,6:16:36,0,2,0
09-04-2022,M1 Room,2,6:16:48,0,2,0
09-04-2022,M1 Room,2,6:17:38,0,2,0
09-04-2022,M1 Room,2,6:17:56,0,2,0
09-04-2022,M1 Room,2,6:19:08,0,2,0
09-04-2022,M1 Room,2,6:19:27,0,2,0
09-04-2022,M1 Room,2,6:19:55,0,2,0
09-04-2022,M1 Room,2,6:20:37,0,2,0
09-04-2022,M1 Room,2,6:21:16,0,2,0
09-04-2022,M1 Room,2,6:21:29,0,2,0
09-04-2022,M1 Room,2,6:22:04,0,2,0
09-04-2022,M1 Room,2,6:22:11,0,2,0
09-04-2022,M1 Room,1,6:22:26,0,1,0
09-04-2022,M1 Room,1,6:22:34,0,1,0
09-04-2022,M1 Room,0,6:22:39,0,0,0
09-04-2022,M1 Room,2,6:22:48,0,2,0
09-04-2022,M1 Room,1,6:22:53,1,0,0
09-04-2022,M1 Room,1,6:22:57,0,1,0
09-04-2022,M1 Room,2,6:23:20,0,2,0
09-04-2022,M1 Room,0,6:23:21,0,0,0
09-04-2022,M1 Room,1,6:23:50,0,1,0
09-04-2022,M1 Room,1,6:24:09,0,1,0
09-04-2022,M1 Room,1,6:24:19,0,1,0
09-04-2022,M1 Room,1,6:25:04,0,1,0
09-04-2022,M1 Room,0,6:25:26,0,0,0
09-04-2022,M1 Room,2,6:25:37,0,2,0
09-04-2022,M1 Room,1,6:25:47,0,1,0
09-04-2022,M1 Room,2,6:25:59,0,2,0
09-04-2022,M1 Room,0,6:26:03,0,0,0
09-04-2022,M1 Room,3,6:30:23,0,3,0
09-04-2022,M1 Room,3,6:30:43,0,3,0
09-04-2022,M1 Room,3,6:30:48,0,3,0
09-04-2022,M1 Room,3,6:30:55,0,3,0
09-04-2022,M1 Room,1,6:30:55,0,1,0
09-04-2022,M1 Room,2,6:32:01,0,2,0
09-04-2022,M1 Room,2,6:32:11,0,2,0
09-04-2022,M1 Room,1,6:32:14,1,0,0
09-04-2022,M1 Room,1,6:32:32,0,1,0
09-04-2022,M1 Room,2,6:32:39,0,2,0
09-04-2022,M1 Room,0,6:32:46,0,0,0
09-04-2022,M1 Room,1,6:32:58,0,1,0
09-04-2022,M1 Room,2,6:33:03,0,2,0
09-04-2022,M1 Room,1,6:33:23,0,1,0
09-04-2022,M1 Room,1,6:33:33,0,1,0
09-04-2022,M1 Room,0,6:33:49,0,0,0
09-04-2022,M1 Room,1,6:33:51,0,1,0
09-04-2022,M1 Room,3,6:34:11,0,3,0
09-04-2022,M1 Room,1,6:34:21,0,1,0
09-04-2022,M1 Room,2,6:34:34,0,2,0
09-04-2022,M1 Room,0,6:35:52,0,0,0
09-04-2022,M1 Room,3,6:37:59,0,3,0
09-04-2022,M1 Room,0,6:38:05,0,0,0
09-04-2022,M1 Room,2,6:39:29,0,2,0
09-04-2022,M1 Room,2,6:39:37,0,2,0
09-04-2022,M1 Room,2,6:39:49,0,2,0
09-04-2022,M1 Room,1,6:39:57,0,1,0
09-04-2022,M1 Room,0,6:41:45,0,0,0
09-04-2022,M1 Room,2,6:42:43,0,2,0
09-04-2022,M1 Room,0,6:43:19,0,0,0
09-04-2022,M1 Room,3,6:43:36,1,2,0
09-04-2022,M1 Room,1,6:44:24,0,1,0
09-04-2022,M1 Room,3,6:45:57,1,2,0
09-04-2022,M1 Room,3,6:46:04,1,2,0
09-04-2022,M1 Room,0,6:46:28,0,0,0
09-04-2022,M1 Room,4,6:47:04,1,3,0
09-04-2022,M1 Room,0,6:47:22,0,0,0
09-04-2022,M1 Room,4,6:48:12,1,3,0
09-04-2022,M1 Room,4,6:50:26,1,3,0
09-04-2022,M1 Room,3,6:50:34,1,2,0
09-04-2022,M1 Room,3,6:52:24,1,2,0
09-04-2022,M1 Room,3,6:59:17,0,3,0
09-04-2022,M1 Room,2,7:01:28,1,1,0
09-04-2022,M1 Room,1,7:03:01,0,1,0
09-04-2022,M1 Room,1,7:03:11,0,1,0
09-04-2022,M1 Room,1,7:20:33,0,1,0
09-04-2022,M1 Room,1,7:20:49,0,1,0
09-04-2022,M1 Room,0,7:21:20,0,0,0
09-04-2022,M1 Room,2,8:14:33,0,2,0
09-04-2022,M1 Room,1,8:14:43,0,1,0
09-04-2022,M1 Room,1,8:15:20,0,1,0
09-04-2022,M1 Room,0,8:15:28,0,0,0
09-04-2022,M1 Room,1,8:15:36,0,1,0
09-04-2022,M1 Room,1,8:15:54,1,0,0
09-04-2022,M1 Room,1,8:20:57,0,1,0
09-04-2022,M1 Room,1,8:21:15,0,1,0
09-04-2022,M1 Room,1,8:22:10,1,0,0
09-04-2022,M1 Room,1,8:22:26,0,1,0
09-04-2022,M1 Room,2,8:22:38,1,1,0
09-04-2022,M1 Room,0,8:22:55,0,0,0
09-04-2022,M1 Room,2,8:23:29,1,1,0
09-04-2022,M1 Room,1,8:23:34,0,1,0
09-04-2022,M1 Room,1,8:23:51,0,1,0
09-04-2022,M1 Room,1,8:24:00,0,1,0
09-04-2022,M1 Room,1,8:24:08,0,1,0
09-04-2022,M1 Room,1,8:24:20,0,1,0
09-04-2022,M1 Room,0,8:25:07,0,0,0
09-04-2022,M1 Room,1,8:25:12,0,1,0
09-04-2022,M1 Room,1,8:25:19,0,1,0
09-04-2022,M1 Room,1,8:25:33,0,1,0
09-04-2022,M1 Room,0,8:25:46,0,0,0
09-04-2022,M1 Room,1,8:27:42,0,1,0
09-04-2022,M1 Room,0,8:27:51,0,0,0
09-04-2022,M1 Room,2,8:28:22,1,1,0
09-04-2022,M1 Room,0,8:28:36,0,0,0
09-04-2022,M1 Room,1,8:32:55,0,1,0
09-04-2022,M1 Room,1,8:33:08,0,1,0
09-04-2022,M1 Room,1,8:33:20,0,1,0
09-04-2022,M1 Room,1,8:33:41,0,1,0
09-04-2022,M1 Room,1,8:34:40,1,0,0
09-04-2022,M1 Room,1,8:37:34,0,1,0
09-04-2022,M1 Room,1,8:37:45,0,1,0
09-04-2022,M1 Room,0,8:38:32,0,0,0
09-04-2022,M1 Room,1,8:38:39,0,1,0
09-04-2022,M1 Room,0,8:38:52,0,0,0
09-04-2022,M1 Room,1,8:39:46,0,1,0
09-04-2022,M1 Room,1,8:40:06,1,0,0
09-04-2022,M1 Room,1,8:40:12,0,1,0
09-04-2022,M1 Room,2,8:40:26,0,2,0
09-04-2022,M1 Room,1,8:40:27,0,1,0
09-04-2022,M1 Room,1,8:41:01,0,1,0
09-04-2022,M1 Room,0,8:41:54,0,0,0
09-04-2022,M1 Room,1,8:42:08,0,1,0
09-04-2022,M1 Room,2,8:42:09,0,0,2
09-04-2022,M1 Room,1,8:42:27,0,1,0
